Organization Id,Name,Country,Founded,Industry,Number of employees
bE71CDf8Af9E49d,Yates Inc,Paraguay,21th century,REAL ESTATE / MORTGAGE,9311
1D4322f897f9aC2,Mcintosh-Bell,Norfolk Island,21th century,EVENTS SERVICES,3233
Ad86F0B738cb8aa,Jensen Ltd,Kuwait,21th century,GRAPHIC DESIGN / WEB DESIGN,1089
fAcE1607adC3100,Ayala LLC,Cote d'Ivoire,20th century,CHEMICALS,7732
124040E494df2aC,Bowers-Watts,Saint Pierre and Miquelon,21th century,INFORMATION SERVICES,5362
29AFADE784aCeb9,Rivers-Richards,Kuwait,21th century,UTILITIES,3296
Bf6bf3acaa99dda,Day Inc,Belarus,21th century,RETAIL INDUSTRY,8817
CEd0b417DE1610F,Irwin PLC,Panama,21th century,RESTAURANTS,8935
B8d289BFc8c704f,Cook-Schneider,American Samoa,20th century,BUILDING MATERIALS,6927
ed39BB3c6EBAD12,Mercer-Orozco,Aruba,20th century,PERFORMING ARTS,7507
C184A2DC0FA10DB,"Sanders, Davila and Love",Niger,21th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,3830
2BCFaFD60cAa6Ad,Good-Lopez,Niue,20th century,PUBLIC RELATIONS / PR,4777
Dec6eca2D0c0Ff9,Pollard and Sons,Anguilla,21th century,WRITING / EDITING,6054
826EECdDfFf1a1a,Blevins Inc,Taiwan,20th century,INDIVIDUAL / FAMILY SERVICES,7995
3Eb3e3EfAA3ccb7,Mejia-Perez,Mauritius,21th century,RAILROAD MANUFACTURE,1603
Ca5A020B446C4D0,"Duarte, Weber and Moran",Holy See (Vatican City State),21th century,HOSPITAL / HEALTH CARE,1545
CA8bCBBeA32DD38,"Levy, Day and Stein",Gambia,21th century,HOSPITALITY,1269
295b6BB9c72ab66,"Vaughn, Mayer and Allen",Gabon,20th century,BUSINESS SUPPLIES / EQUIPMENT,3315
b9aBffb21aD6B7d,"Sweeney, Stone and Yates",Liberia,20th century,MEDICAL EQUIPMENT,8312
7BC73CFD76d6dd7,Heath Ltd,Malawi,20th century,MACHINERY,8035
ac0A3aC5f61f02a,"Zuniga, Mcguire and Smith",Kyrgyz Republic,21th century,RENEWABLES / ENVIRONMENT,5162
Fc2061733A8D3FF,Blair-Robinson,Tonga,20th century,SHIPBUILDING,2914
F1EbD23c267f5df,Schneider PLC,Lebanon,21th century,HOSPITALITY,5247
C2d24b61Fbe9dEA,"Colon, Stevenson and Fleming",Libyan Arab Jamahiriya,20th century,SHIPBUILDING,6463
51Bb5Af7452B170,Swanson and Sons,Afghanistan,20th century,PACKAGE / FREIGHT DELIVERY,3257
d67Eb24cd833FAA,Wright PLC,Norway,21th century,CHEMICALS,1778
fCF8Be9CD4efBA5,Morrow Ltd,Cyprus,20th century,EDUCATION MANAGEMENT,9771
11d4cc0DFbcec2E,Dean-Harrington,Luxembourg,21th century,AUTOMOTIVE,9316
59AEb67C59AB646,Drake and Sons,Portugal,21th century,ARCHITECTURE / PLANNING,5741
67BCD6d13DB20EC,Horn PLC,Mauritania,21th century,MENTAL HEALTH CARE,7268
1a17054c7C4dEc1,"Woodard, Bush and Steele",Canada,21th century,MUSEUMS / INSTITUTIONS,7093
A544f32A0baC330,Vega PLC,Eritrea,20th century,TOBACCO,7572
41d84Ecf12C058a,Quinn-Kerr,Saint Helena,20th century,HOSPITAL / HEALTH CARE,1196
abCc3Cce57208FA,Perez-Brooks,Mexico,20th century,PUBLIC RELATIONS / PR,1439
EBba0EEc497Acaf,Donaldson-Ayala,Sao Tome and Principe,21th century,EDUCATION MANAGEMENT,1662
A9BaAe76c31707d,Stafford-Hendricks,Heard Island and McDonald Islands,21th century,INDIVIDUAL / FAMILY SERVICES,4868
53c8E46fCC58e80,"Padilla, Ali and Abbott",Peru,20th century,MACHINERY,7140
Fb32cB80cF2aEC6,Lindsey-Espinoza,Morocco,20th century,ONLINE PUBLISHING,5735
6aAeaCEDce7CdCD,"Holt, Hunt and Bonilla",Hong Kong,20th century,INTERNET,5474
b1F2C88A0a4Ac8d,Norton LLC,Ecuador,20th century,FURNITURE,1586
E5F13FCfe77e8f1,Morrow-Harvey,Cape Verde,20th century,MINING / METALS,1038
6cCfDBceFeB63BF,Griffin-Escobar,Cook Islands,21th century,STAFFING / RECRUITING,1787
0deb647DbaE5CFb,Bell PLC,Sudan,20th century,FINANCIAL SERVICES,4351
42ee7a34A4a5F61,Medina-Krause,Kenya,20th century,PACKAGING / CONTAINERS,5978
370cc946FB6eCEa,Kirk Inc,Bangladesh,21th century,ARTS / CRAFTS,9824
8d33dE5dfEF3e88,Morgan PLC,French Guiana,21th century,CONSUMER SERVICES,9393
5A61621BFaEB8Ff,Hughes-Howard,Russian Federation,21th century,NON - PROFIT / VOLUNTEERING,1206
b22ac888E7510E3,Larsen-Lawrence,Czech Republic,20th century,MARITIME,2439
cA1f80FEB2293D1,Bowman-Flynn,Ireland,21th century,INDIVIDUAL / FAMILY SERVICES,9077
AbD4A9F9E22FAdF,"Richard, Bennett and Nolan",Niger,20th century,MOTION PICTURES / FILM,9480
Eadf1Dda61FE361,"Ho, Booker and Montoya",Denmark,20th century,PRIMARY / SECONDARY EDUCATION,7780
3eB63DCb94BE2de,"Good, Holder and Watts",Argentina,20th century,GRAPHIC DESIGN / WEB DESIGN,3230
EfC5EDF5Ab6dE1F,"Hanson, Acevedo and Andrade",Zambia,20th century,LEISURE / TRAVEL,9658
1eda4FD0Edb26Bc,Mckenzie-Vance,United States Virgin Islands,20th century,DESIGN,3549
CB7ca4D5BFA4A62,"Mccall, Armstrong and Ochoa",Vanuatu,20th century,PRIMARY / SECONDARY EDUCATION,3337
2fB1816DA0be68C,Anthony Inc,Gabon,21th century,GLASS / CERAMICS / CONCRETE,1429
32214BDBF489cb0,Kirby-Kelly,El Salvador,21th century,CONSUMER GOODS,5055
C228FbF1CD579a3,Zimmerman-Gregory,Falkland Islands (Malvinas),21th century,LUXURY GOODS / JEWELRY,2956
D15D8163de7e521,Neal PLC,Iran,21th century,SUPERMARKETS,1927
9f1eB3e1bCE9Ebf,Conner-Bryan,Philippines,20th century,REAL ESTATE / MORTGAGE,1651
1c2De3768f8E902,Hernandez-Pineda,Spain,20th century,RESEARCH INDUSTRY,3375
7f8D4b875CC88Cf,Hubbard-Sutton,Fiji,21th century,HOSPITALITY,1605
b3Ab212B066ABc1,Thornton-Mullins,Congo,20th century,INDIVIDUAL / FAMILY SERVICES,8608
Eb0Eef60A9a0cE4,Mclean-Leon,Armenia,20th century,HUMAN RESOURCES / HR,3688
a63C7CFfdd1CFf1,"Poole, Johnson and Chan",Fiji,20th century,SPORTS,3188
7361C01e96afCA1,Cooper-Contreras,Trinidad and Tobago,20th century,PUBLIC RELATIONS / PR,9594
b16cFb0D3fcecba,Cole-Obrien,Slovakia (Slovak Republic),20th century,INVESTMENT BANKING / VENTURE,5303
ECC4e77fCFEEC5A,Hensley and Sons,Iceland,20th century,AIRLINES / AVIATION,6491
e09C642BceC63dd,Moses Inc,Burundi,20th century,PHOTOGRAPHY,9269
0CdDfF9883EDa44,Monroe LLC,Mexico,21th century,CONSUMER GOODS,1772
ae572fd7a62D169,Durham Group,Tunisia,20th century,INTERNATIONAL TRADE / DEVELOPMENT,7734
6316C20801b3845,"Blair, Parks and Gibson",Slovakia (Slovak Republic),21th century,GLASS / CERAMICS / CONCRETE,8800
d1F0D03bF1CB884,"Pineda, Daugherty and Chavez",Turkmenistan,20th century,SHIPBUILDING,5064
6a97fFEfeBb8620,"Kerr, Wells and Saunders",Qatar,20th century,MINING / METALS,5841
f0F4B07d68DFEaD,Martin LLC,Madagascar,20th century,DESIGN,9153
46AD1F326d22D70,Walls-Frye,Mexico,21th century,FISHERY,9111
d8f5AfC12a00996,"Lopez, Barr and Cross",Tajikistan,20th century,EDUCATION MANAGEMENT,6421
e30a7fc7725DA18,Wall-Pacheco,Svalbard & Jan Mayen Islands,21th century,REAL ESTATE / MORTGAGE,4271
C0451c9beeD4dFD,Bass Group,Cuba,20th century,INFORMATION TECHNOLOGY / IT,4410
E8348Bcd0e47DcF,Mcneil LLC,Congo,21th century,FUNDRAISING,9547
0dF96ca6Eb4CB44,Andrews LLC,Namibia,21th century,THINK TANKS,1279
0aDFdD82Ea1AF5d,Potts-Stevenson,Antigua and Barbuda,21th century,BANKING / MORTGAGE,3877
7cC1AF6EEeef2D0,Coleman and Sons,Benin,20th century,ARCHITECTURE / PLANNING,3870
5cEBDf2B1793eFF,Li-Nielsen,Trinidad and Tobago,20th century,IMPORT / EXPORT,3477
f367E3Cbc5C6ec3,Oconnell-Mooney,Central African Republic,20th century,TEXTILES,3805
0A404827c0A8846,Willis Inc,Bermuda,20th century,INTERNATIONAL TRADE / DEVELOPMENT,8710
b0A3Dbcd0a4a5BF,Romero-Levine,Antarctica (the territory South of 60 deg S),20th century,INVESTMENT BANKING / VENTURE,2169
d94ed8a8EaB8C46,Duncan-Willis,Paraguay,20th century,SHIPBUILDING,7252
3cf5ae60a9E5147,Hogan-Finley,Haiti,20th century,BUSINESS SUPPLIES / EQUIPMENT,1524
BfFdF24dd1AA79f,Lara Ltd,Andorra,20th century,COMPUTER / NETWORK SECURITY,6387
f74b3DA52E46BFA,Taylor LLC,American Samoa,21th century,COSMETICS,6485
E3AF7D8bBc201cA,"Yoder, Compton and Weiss",Saint Barthelemy,20th century,PHILANTHROPY,6684
3d1C36FDAA511cd,"Snyder, Poole and Mcpherson",Congo,21th century,GRAPHIC DESIGN / WEB DESIGN,6186
Af3b17Ce9a5F5a4,Mckenzie LLC,Norfolk Island,21th century,STAFFING / RECRUITING,6423
C8e3DdfbCEA4ded,Shepard LLC,Falkland Islands (Malvinas),20th century,MECHANICAL OR INDUSTRIAL ENGINEERING,2901
24876C78a13aD80,Nelson and Sons,Costa Rica,20th century,VETERINARY,7365
0C06CFB97dCADfd,Tyler-Wolf,Guinea-Bissau,20th century,SEMICONDUCTORS,2985
C9f63b3B6fcac92,Whitaker-Williamson,Jordan,20th century,ARCHITECTURE / PLANNING,4228
8Caee3dFd6DD35f,Flowers-Turner,Taiwan,20th century,OUTSOURCING / OFFSHORING,8990
5E9964Aeb588bCC,"Poole, Lopez and Hensley",Malaysia,20th century,OIL / ENERGY / SOLAR / GREENTECH,4010
fcCc15ddDf251e3,Vaughan-Terry,Saint Kitts and Nevis,21th century,GOVERNMENT ADMINISTRATION,9029
a5CE39CA0a7b0fa,"Carr, Gross and Stone",Haiti,21th century,COMPUTER GAMES,8269
8cB1e355cfC1a5d,Dunn LLC,French Guiana,20th century,AIRLINES / AVIATION,7313
ff7321E33BaBB2D,"Mccoy, Lambert and Ware",Armenia,21th century,PACKAGE / FREIGHT DELIVERY,6701
4aE4adA13a8bd9D,Stone Ltd,El Salvador,20th century,COMPUTER GAMES,5653
56Af9443F6aDE8f,Wolfe-Cooke,Isle of Man,21th century,INFORMATION SERVICES,2709
f9cfCEdfa41B098,"Valdez, Odom and Hoover",Norfolk Island,20th century,WHOLESALE,5495
c2BCEF8a2C7FE00,"Friedman, Parks and Colon",Philippines,20th century,STAFFING / RECRUITING,1708
1bc7f68DB3A9b79,Gardner Group,Gibraltar,20th century,TOBACCO,3470
bcdcfAEb3f24C0e,Bridges-Moon,Sweden,21th century,MARKETING / ADVERTISING / SALES,6963
ade3Dd5A3CDfe3F,"Floyd, Baldwin and Roman",Cuba,20th century,POLITICAL ORGANIZATION,8134
Dd9D09B5007DaFA,Sandoval-Knight,Ethiopia,20th century,MARKET RESEARCH,3121
4C0bb24B409DAB9,"Ballard, Sweeney and Ibarra",Anguilla,20th century,NEWSPAPERS / JOURNALISM,4185
abd4E7fEc038b1f,"Stevens, Chandler and Baker",Turkmenistan,21th century,PRINTING,1658
08f20e8FF833669,Stevens LLC,Estonia,21th century,SEMICONDUCTORS,6869
4C86FC13256CBe9,Barber-Brennan,Gambia,20th century,LEGAL SERVICES,5894
CAFecD7740256Cd,Barrett-Greene,Saint Vincent and the Grenadines,20th century,PUBLIC RELATIONS / PR,8799
8cF9FaC3F7d0Ed9,Beltran Inc,Jordan,20th century,COMPUTER SOFTWARE / ENGINEERING,5416
872eb4bE5Ed7a5c,"Barnes, Hess and Ward",Ireland,20th century,COMMERCIAL REAL ESTATE,6111
b4532EaeCb251Ba,"Pham, Saunders and Caldwell",Mozambique,21th century,RELIGIOUS INSTITUTIONS,6533
A2EaCeee96caE28,Landry-Cervantes,Andorra,20th century,INFORMATION SERVICES,7513
CFf44CEeC3A78bb,Bailey PLC,Armenia,20th century,PUBLIC RELATIONS / PR,5952
FBAd5492Bc37Aa2,Richmond LLC,France,20th century,INSURANCE,8035
BB3CaA67Ed20BaF,Horton LLC,Faroe Islands,21th century,LEGISLATIVE OFFICE,6517
7efe49dA6eCA27e,Knapp PLC,Iraq,20th century,FOOD / BEVERAGES,2819
EF58B3E8F10e908,Liu Group,China,20th century,STAFFING / RECRUITING,8966
A6EE4E22EeeEAfa,Mccormick PLC,Nigeria,21th century,COMPUTER / NETWORK SECURITY,5780
59cd4FC4680EDD8,Sandoval Ltd,Antigua and Barbuda,21th century,ONLINE PUBLISHING,7112
6cb5Dd34fdd22a1,"Holt, Trujillo and Frye",Ireland,21th century,WRITING / EDITING,8032
bfdA3d060a3bDBA,Hardin LLC,Saint Kitts and Nevis,20th century,SPORTING GOODS,5110
7A21a2e1BA348df,"Powell, Hanson and Powell",Vietnam,20th century,LEISURE / TRAVEL,8701
1FFa61C517634A4,Morrison-Everett,Estonia,21th century,HIGHER EDUCATION / ACADAMIA,9632
C1efB0Ca9E0d6C6,"Jefferson, Ball and Castaneda",Central African Republic,21th century,AUTOMOTIVE,3151
21bb7e2ca2AC4fA,"Delgado, Kelly and Schmitt",Korea,21th century,COMPUTER NETWORKING,3715
5EABaf71E1674Ef,"Ashley, Summers and Mccormick",Burundi,21th century,IMPORT / EXPORT,1489
DFedDDE0CBc14B3,"Richard, Love and Erickson",Ghana,21th century,MENTAL HEALTH CARE,2212
aDaDeb2695bB25F,"Kelley, Heath and Curtis",Cuba,20th century,ONLINE PUBLISHING,8371
B4B99eEcDD06c2B,"Warren, Moss and Craig",Finland,21th century,FUNDRAISING,9220
Da620EADDdedC6c,David PLC,Comoros,20th century,DESIGN,6990
1fef90abA43FF4d,"Goodman, Mercer and Vincent",Thailand,20th century,TRANSLATION / LOCALIZATION,9648
D5FD3fCe76Fa0ae,"Walker, Yoder and Miller",Bangladesh,20th century,EVENTS SERVICES,3798
E7e975560Ca6CCB,"Medina, Rojas and Pittman",Marshall Islands,21th century,MEDICAL PRACTICE,9481
18ceA4c5BB6D361,"Chandler, Warren and Wagner",Martinique,21th century,WRITING / EDITING,6297
4D58Ba12EFa1E68,Floyd-Weiss,Monaco,20th century,PACKAGE / FREIGHT DELIVERY,2669
f880F7Fa87aB20E,Harrell PLC,Denmark,21th century,OIL / ENERGY / SOLAR / GREENTECH,8044
9c40febA1f0B706,Pace Inc,Madagascar,21th century,RESTAURANTS,6550
AFa804E8dD9c312,Simpson Inc,Nigeria,20th century,TELECOMMUNICATIONS,3315
b5442b94e5A7b90,Young-Townsend,Lesotho,20th century,COMPUTER HARDWARE,5896
dCF1D82dA2Dca7C,Perez-Shepherd,Saudi Arabia,20th century,LAW PRACTICE / LAW FIRMS,4256
ef0B6C686c45F5B,Sanford-Jimenez,Greenland,20th century,PHOTOGRAPHY,5859
FC5DfD5aCBe4B7F,"Yoder, Best and Bernard",Reunion,21th century,GOVERNMENT ADMINISTRATION,3275
2E8DDEA7A2C6D1c,Macdonald PLC,Luxembourg,20th century,DEFENSE / SPACE,2218
b5c89cFA8d20efA,Durham LLC,Togo,21th century,LAW PRACTICE / LAW FIRMS,2210
D17EeDD4D9A4362,"Lynn, Stark and Page",Saint Barthelemy,21th century,RETAIL INDUSTRY,3740
27c6D4b1bAc73A7,"Maddox, Morrison and Jennings",Bouvet Island (Bouvetoya),20th century,HOSPITAL / HEALTH CARE,9405
93CfDaf6D5ba3fD,"Vega, Glass and Terry",Slovenia,20th century,RESEARCH INDUSTRY,3534
61bB66E61EB4c99,"Benson, Gallegos and Logan",Philippines,21th century,SECURITY / INVESTIGATIONS,3105
e0A3aF4aeAb41A8,"Owens, Lambert and Moses",Barbados,20th century,MACHINERY,1201
aB0FCa199D3d8AF,"Moran, Sellers and Oliver",Bolivia,21th century,MILITARY INDUSTRY,3104
3D94aF6275ddf7E,"Delgado, Hogan and Oliver",Iraq,21th century,IMPORT / EXPORT,8439
79eADcBf9c2E45a,Meza Group,British Virgin Islands,20th century,EDUCATION MANAGEMENT,4001
476018A4DA8dD0c,Pineda LLC,Timor-Leste,21th century,HIGHER EDUCATION / ACADAMIA,6989
4ac691499AfB6D5,Faulkner Inc,Saint Barthelemy,20th century,CONSUMER SERVICES,5035
0b672fEd52afe51,Huang-Pineda,Russian Federation,21th century,FACILITIES SERVICES,6062
998F3111A7e2407,Gray and Sons,Slovakia (Slovak Republic),20th century,MOTION PICTURES / FILM,4210
83ABfaFEB385d1d,"Lawrence, Gregory and Farrell",Maldives,21th century,MILITARY INDUSTRY,1249
f01e0D34e8d8CB1,Bush-Gamble,Guinea-Bissau,20th century,GLASS / CERAMICS / CONCRETE,6757
2Ec2Cbdbe8e0293,Irwin-Ferguson,Belgium,20th century,ENVIRONMENTAL SERVICES,2390
caeAAe4beCc4218,"Lane, Cordova and Hunt",Timor-Leste,21th century,COMPUTER HARDWARE,5921
ebCd2BEDfB2E400,"Faulkner, Montes and Gibson",Poland,20th century,ENTERTAINMENT / MOVIE PRODUCTION,4506
5CEEbec4FdE592e,Logan Ltd,Maldives,20th century,ALTERNATIVE MEDICINE,3014
940B0e84C239F7C,Schultz-Lin,Zambia,20th century,WIRELESS,2911
7DcCB536AF94eB5,Bates and Sons,British Indian Ocean Territory (Chagos Archipelago),20th century,COMPUTER NETWORKING,7008
d1e899Ac96d9634,Gregory-Bender,Saudi Arabia,20th century,PLASTICS,1191
d4cdbcE34e85fEd,Baldwin Group,Tajikistan,20th century,BROADCAST MEDIA,8602
6ded6EA573e6d33,"Lewis, Bauer and Fuentes",Congo,20th century,MUSEUMS / INSTITUTIONS,3552
B0121Fb9EDBD3dB,"Fowler, Macdonald and Scott",Argentina,20th century,FOOD PRODUCTION,6611
5B8B69eBCDFa2D5,Lin Inc,Rwanda,21th century,COMPUTER GAMES,2681
aDAae2DeffDddb8,"Byrd, Fry and Haynes",France,21th century,POLITICAL ORGANIZATION,6785
24e958c6b3Bc45e,Ramsey Group,Svalbard & Jan Mayen Islands,20th century,PUBLIC SAFETY,9241
dC61C337DdA8bff,"Mueller, Crosby and Walton",Singapore,21th century,FUNDRAISING,8602
6d3b78e75D0fd4A,Hurst PLC,Lesotho,20th century,REAL ESTATE / MORTGAGE,6745
eA07BEa4b90cd8E,Cervantes PLC,Algeria,20th century,FARMING,9061
D5a8dF5DCB04BD8,"Barker, Hartman and Anderson",Dominican Republic,20th century,RESTAURANTS,1771
044574b7694Bf3F,Harmon-Larson,Portugal,21th century,HIGHER EDUCATION / ACADAMIA,6955
9B4EE8eFaAFb7De,York and Sons,Burundi,21th century,VETERINARY,4892
2B5bb2ACfFD30b9,Gentry Inc,Kyrgyz Republic,20th century,PHILANTHROPY,3381
FBDfeA1Db5fAecd,Stewart Group,Netherlands Antilles,21th century,HOSPITAL / HEALTH CARE,8482
85Faed8d3cDe2Fd,"Vang, Pruitt and Collier",Mayotte,20th century,ENVIRONMENTAL SERVICES,6748
F9a4Fbc5Aa1b8B6,"Nunez, Avila and Ingram",Reunion,20th century,PUBLIC SAFETY,6510
933dC6ED7d9FB1E,"Hamilton, Knox and Trevino",Denmark,20th century,MINING / METALS,6576
75eEBFb7DAa6cEc,Henson-Bush,Gibraltar,20th century,MARKETING / ADVERTISING / SALES,6608
947c4EA1Ed621bB,Burch LLC,Bulgaria,21th century,TOBACCO,9142
Cc85Fa6864F3DDe,"Curtis, Leach and Rojas",Indonesia,20th century,INDIVIDUAL / FAMILY SERVICES,6926
A859a21FDf6b175,Lucero-Glenn,Burkina Faso,20th century,LIBRARY,9408
DA031e5c9abBb4f,Schaefer Ltd,Argentina,21th century,CIVIL ENGINEERING,3718
4A945D4E3A3e0e5,Dickerson Inc,Sri Lanka,20th century,INFORMATION TECHNOLOGY / IT,3840
5Ffc20A27B7aDD3,Braun Group,Azerbaijan,20th century,WINE / SPIRITS,3039
92fA316aF63DCaA,"Gibbs, Franco and Navarro",Greenland,20th century,MUSIC,4672
32b4aF2a31bDd9c,Blanchard Ltd,Nepal,20th century,PERFORMING ARTS,2245
C51CAf4EA40cEfa,Griffith Ltd,Fiji,20th century,MENTAL HEALTH CARE,8587
CC47d5662ed657E,"Hicks, Haney and Callahan",Uganda,20th century,FOOD PRODUCTION,3020
CA3ED27DDeE30A6,"Terry, Webster and Parsons",Nepal,21th century,LAW PRACTICE / LAW FIRMS,1447
7Bb217F7Fe3Ae63,"Hudson, Ferrell and Vega",Saint Helena,20th century,GAMBLING / CASINOS,5668
67b914c8D5eD3ba,Serrano-Harrell,Guernsey,20th century,TRANSPORTATION,7516
Ce496746bc24F21,Harmon and Sons,Panama,20th century,EXECUTIVE OFFICE,3631
23Af4A18C7ECeF5,Leach Group,Rwanda,20th century,HEALTH / FITNESS,7699
C1A6e29DeeB5E10,Kirk Group,Honduras,21th century,HIGHER EDUCATION / ACADAMIA,8119
e9C2BFbF6F8bCd6,"Mullins, Paul and Hammond",Montserrat,20th century,EVENTS SERVICES,5186
f1CbD948f77EB8B,Morse-Gilbert,Malta,20th century,FUNDRAISING,8307
05F29c8ab12Af06,Frederick-Rowe,Northern Mariana Islands,20th century,CIVIL ENGINEERING,9335
CfA052620c7cfA0,Warren Ltd,Bahamas,21th century,TRANSPORTATION,4497
aBea1dAe76Bb2Ab,Benton PLC,Rwanda,20th century,CHEMICALS,6309
eC06DA08BE5792f,"Marquez, Kaiser and Cantrell",Vietnam,21th century,NANOTECHNOLOGY,1086
BdDd2cDa65B8ADf,"Price, Chase and Glover",Timor-Leste,20th century,JUDICIARY,8149
c61Ec32C37A10a2,"Barnes, Mcdaniel and Odonnell",Georgia,20th century,CONSTRUCTION,2218
A6b5ecB82dfcC65,"Waller, Mccullough and Shea",Turkey,21th century,ELECTRICAL / ELECTRONIC MANUFACTURING,6253
7cf4EC4CED1BAAb,Ibarra Group,Bermuda,20th century,ONLINE PUBLISHING,3720
d263847aADb10B3,"Green, Montoya and Mejia",Saint Kitts and Nevis,20th century,ELECTRICAL / ELECTRONIC MANUFACTURING,1877
A5dd1199DB17dfe,Mcdaniel-Lopez,Malawi,20th century,HUMAN RESOURCES / HR,9804
5c4EEbee6667B5f,"Bray, Morgan and Farley",French Southern Territories,21th century,BIOTECHNOLOGY / GREENTECH,5968
c58CdC6946c665C,Cummings-Forbes,Lao People's Democratic Republic,20th century,GOVERNMENT ADMINISTRATION,3004
31609B7aE3afDCd,Stokes-Ingram,Latvia,21th century,EDUCATION MANAGEMENT,3357
E1b13533CDc9dc3,Vargas-Daniels,Afghanistan,21th century,FACILITIES SERVICES,3424
a4E62538Bc31BAB,Poole PLC,Tunisia,20th century,NEWSPAPERS / JOURNALISM,8980
a31DB0B26BC110a,Bailey-Clarke,Cook Islands,21th century,ALTERNATIVE DISPUTE RESOLUTION,5087
A1AECEeA73ccdE6,"Valentine, Fitzgerald and Hendrix",Zimbabwe,20th century,MARITIME,6552
b3f17a2e95cfA8f,King-Whitney,South Africa,20th century,LEGISLATIVE OFFICE,6596
Ff2Ee8C83bf4287,"Kirk, Juarez and Petty",French Polynesia,20th century,PHILANTHROPY,9678
ED8C3754D229A8D,Frazier-Curtis,Antigua and Barbuda,20th century,MARKET RESEARCH,9452
F4E8A4a7a5136da,Macias LLC,Syrian Arab Republic,21th century,UTILITIES,6022
e3e51Cca6dd4BFA,Castillo PLC,Hong Kong,21th century,PHARMACEUTICALS,4481
B39AB706BDCcD6c,Mcclure-Anthony,Iceland,20th century,STAFFING / RECRUITING,8937
701f6cfaDf6EdFd,Gardner and Sons,Isle of Man,21th century,ONLINE PUBLISHING,4699
beC269C3d37bB30,Villanueva PLC,Bermuda,20th century,PHOTOGRAPHY,8166
ffaBA6f48D1EA68,Caldwell Ltd,Philippines,20th century,RESTAURANTS,6390
06eBFD9e6E31a4f,Moreno-Barton,Nigeria,20th century,LOGISTICS / PROCUREMENT,2023
F9aDbF2ebE0CF44,Stokes-Chambers,Saint Pierre and Miquelon,20th century,MUSEUMS / INSTITUTIONS,7462
06Ad7ccFa93fcdD,Daniels Ltd,Jersey,21th century,MENTAL HEALTH CARE,2256
A23cABca1C9646E,"Perry, Monroe and Acevedo",Swaziland,20th century,ONLINE PUBLISHING,2387
F499D4243D6A04C,Hardy-Li,Latvia,20th century,ENTERTAINMENT / MOVIE PRODUCTION,9962
fB5a43aA0bc8Ba3,"Davenport, Riley and Webster",Argentina,20th century,GOVERNMENT ADMINISTRATION,1125
2b94e13fB099eB7,Le-Yates,Congo,20th century,COSMETICS,6270
B3b59bCD5Ef7BFC,Ferguson PLC,New Zealand,21th century,MENTAL HEALTH CARE,2657
Df5fA6F8fb91bDb,Boyle LLC,Greenland,21th century,STAFFING / RECRUITING,8409
359ADFECD81e795,Obrien-Branch,Syrian Arab Republic,21th century,PUBLIC RELATIONS / PR,8917
EAdFdCEC8b220a3,"Kerr, Chase and Sanchez",French Polynesia,20th century,PRINTING,9341
E99aBE12Ed4AeAF,"Russo, Mcconnell and Middleton",Venezuela,20th century,SUPERMARKETS,1641
478E3D2BFEC5Eb4,Harris Ltd,Mayotte,20th century,JUDICIARY,4625
f313ed7e073Cc5E,Perry-Clarke,Armenia,21th century,FUNDRAISING,1897
e8ecd5B87F9BAA4,"Stafford, York and Carroll",Pakistan,20th century,MUSIC,9990
8CCe08fe5EDa8dA,Conrad-Watts,Angola,20th century,MANAGEMENT CONSULTING,8302
A17158afea002f3,Haley-Rich,Falkland Islands (Malvinas),20th century,LEGISLATIVE OFFICE,9780
a5f072feA6E44F3,"Abbott, Jennings and Gomez",Grenada,21th century,FINANCIAL SERVICES,2398
e56e3f9Ef3Cfaa9,Oconnor Ltd,Botswana,21th century,ENVIRONMENTAL SERVICES,2382
BFaB8cE713f2804,"Simon, Chaney and Gardner",Tanzania,20th century,ALTERNATIVE DISPUTE RESOLUTION,8825
2AddfED9d4b4310,"Welch, Key and Whitehead",Belize,21th century,GOVERNMENT RELATIONS,3356
C633B6CAd50a69a,Bridges Ltd,Georgia,20th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,1461
4aed76D4AAffc23,Le Inc,Namibia,20th century,BUILDING MATERIALS,9317
038E7152519BE04,"Young, Yu and Skinner",Papua New Guinea,20th century,COMPUTER / NETWORK SECURITY,3577
DF2F92Ed3254F7B,White-Craig,Philippines,21th century,INVESTMENT BANKING / VENTURE,4064
0Eb5feFF8dd03d6,Terrell-Holloway,Anguilla,20th century,SECURITY / INVESTIGATIONS,4302
dBbcCecf4E12EB8,Larson and Sons,Ireland,20th century,WAREHOUSING,7272
dd872B3Df6AEC5c,Wilkins PLC,Saint Helena,21th century,TRANSPORTATION,5112
93A9Ba43cad615e,Blackburn Group,Poland,21th century,ALTERNATIVE DISPUTE RESOLUTION,9328
03982572F8E5f31,Choi-Shah,Falkland Islands (Malvinas),20th century,LOGISTICS / PROCUREMENT,3547
9BEffef97dF65d0,"Blackburn, Woodward and Trevino",Guadeloupe,20th century,PUBLIC RELATIONS / PR,6482
9A4572DF5dd6de2,"English, Roth and Moon",Australia,20th century,COMPUTER HARDWARE,6547
BAC6f0602A9Ba8E,Roberson LLC,Brunei Darussalam,21th century,WINE / SPIRITS,4426
